Producto - Descripción,Cliente - Descripción,Fecha,Pedido_piezas,Pedido_MXN,Factura_piezas,Factura_MXN
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/04/2021,543530,16900469,516695,16123956
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/04/2022,535805,21280625,530045,21044119
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/04/2023,134880,5052624,134880,5052624
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/04/2024,2729415,93549915,1763520,56136960
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/04/2025,1048970,35585292,834155,28283898
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/05/2019,314785,9833120,305760,9555840
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/05/2020,1572000,46598529,1466880,42632769
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/05/2021,259680,8350274,259680,8350274
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/05/2022,281800,11470731,104200,4291851
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/05/2023,353195,12711607,353195,12711607
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/05/2024,1839835,57143598,1170350,36365563
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/05/2025,1473260,49976500,1467745,49798957
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/06/2019,94560,2918976,88320,2719296
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/06/2020,427970,14682023,377440,12763118
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/06/2021,451395,13973486,451095,13962086
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/06/2022,1384500,54293745,1163700,45885442
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/06/2023,2007780,67436700,1839300,61371420
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/06/2024,1950285,59133097,1262445,37763977
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/06/2025,1970655,66561811,1964710,66359440
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/07/2019,285505,8067403,285505,8067403
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/07/2020,1332480,45186220,1332480,45186220
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/07/2021,956835,30818706,956160,30793056
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/07/2022,2420565,94809503,2026605,79412183
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/07/2023,576150,20602920,518475,18183900
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/07/2024,1261170,39340401,852210,26658321
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/07/2025,1505700,51110280,1314615,44672790
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/08/2019,338880,9993600,338880,9993600
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/08/2020,872810,28228754,865610,27970514
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/08/2021,1846560,54240144,1263360,38967504
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/08/2022,1579700,61205497,1579205,61184767
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/08/2023,1005440,32792988,853485,27931208
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/08/2024,1922000,59939318,1516935,47348246
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/08/2025,1299585,44128490,1225655,41618710
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/09/2019,554665,15433887,515490,14370807
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/09/2020,897820,28601021,897820,28601021
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/09/2021,1240295,41785625,763175,25707226
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/09/2022,603850,22986207,598565,22844960
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/09/2023,844650,26830080,844650,26830080
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/09/2024,1534135,47782825,1473120,45860640
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/09/2025,1670060,54185080,1150080,38507520
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/10/2019,1370895,37068957,1370880,37068477
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/10/2020,414645,13162140,414645,13162140
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/10/2021,1634405,54586078,650965,22072348
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/10/2022,1716960,65187360,1714080,65066400
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/10/2023,1590720,48846709,1398510,42508789
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/10/2024,1745770,54413763,1409760,43980173
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/11/2019,752160,22545864,751000,22508744
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/11/2020,880800,26502603,880800,26502603
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/11/2021,2719275,86060591,1826795,55105042
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/11/2022,955690,36377603,952070,36279167
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/11/2023,434760,13753920,429000,13569600
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/11/2024,2260300,72402875,2080305,66593959
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/12/2019,965070,27556952,863040,24903512
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/12/2020,624440,18875795,615320,18565715
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/12/2021,590920,19955865,230120,7427705
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/12/2022,1652160,62787600,1652160,62787600
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/12/2023,1120525,35318186,702220,22157801
ANALGESICO + ANTIPERETICO TABLETAS 1,Total Descripción,01/12/2024,692565,22812856,462850,15108743
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/01/2019,1572960,28800867,1360320,24905290
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/01/2020,2221920,54307681,1475040,35936908
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/01/2021,1874880,52891996,1709760,47923009
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/01/2022,2155625,70502184,2060105,67380341
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/01/2023,574020,21719302,574005,21718981
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/01/2024,2327430,62741775,1298985,34971285
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/01/2025,1647465,46676574,611145,17554974
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/02/2019,1348035,24820694,1080480,19776960
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/02/2020,3904320,90910993,1225920,28270041
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/02/2021,1037155,31007680,619565,18650332
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/02/2022,2065825,70227359,1469665,51188346
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/02/2023,560525,21011651,536445,20105907
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/02/2024,1690015,45855100,513510,14064053
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/02/2025,1982430,55617544,856390,24055086
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/03/2019,1401985,31107349,59795,1400249
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/03/2020,3550560,108495710,1879200,61264272
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/03/2021,1618560,41172582,1253280,32545062
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/03/2022,1500115,52227574,562195,19580662
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/03/2023,446380,16396967,371020,13533287
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/03/2024,1527355,41674886,792850,21650411
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/03/2025,2328975,64634454,1904635,52684865
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/04/2019,2172010,47745255,2095800,46220548
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/04/2020,1980000,64671781,1565965,51785557
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/04/2021,299220,8259213,289055,8052121
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/04/2022,904815,33325708,749295,27943372
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/04/2023,175200,6400790,175200,6400790
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/04/2024,1825425,49596603,1504570,40838899
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/04/2025,1402985,38882589,1387200,38466240
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/05/2019,232320,5796768,228480,5696928
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/05/2020,1731840,48967613,1546560,42800285
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/05/2021,495100,11540739,494620,11526339
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/05/2022,993765,37035745,992950,37012059
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/05/2023,255840,9210240,255840,9210240
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/05/2024,1570890,42780270,654240,17785440
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/05/2025,1153100,32291369,1149945,32206179
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/06/2019,902880,20961798,894720,20749638
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/06/2020,431520,13483200,427680,13352640
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/06/2021,413615,10453529,389615,9877529
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/06/2022,1494720,54045050,1484640,53696762
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/06/2023,576480,16309440,576480,16309440
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/06/2024,1244385,33801106,368385,10023826
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/06/2025,1062800,29750283,981680,27478923
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/07/2019,452640,10247856,402240,8937456
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/07/2020,1761600,53299330,1584000,47523010
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/07/2021,1169280,31345037,1169280,31345037
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/07/2022,1466200,55643768,1377850,52286643
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/07/2023,269430,8477760,246390,7740480
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/07/2024,1700485,45709169,644915,17080029
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/07/2025,629245,17376036,622240,17211738
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/08/2019,289440,6720960,289440,6720960
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/08/2020,2726505,72323922,2643145,69548555
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/08/2021,2078420,53035760,1320000,35734339
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/08/2022,2046395,77655721,1947975,73915761
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/08/2023,743725,22104721,743725,22104721
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/08/2024,1656650,45217611,1062805,28986153
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/08/2025,671510,18799023,641065,17949832
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/09/2019,501275,11419597,483950,11004000
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/09/2020,324300,9524398,301740,8881475
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/09/2021,1804375,50387356,1150135,32747422
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/09/2022,488270,17954859,481895,17819898
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/09/2023,624385,18614526,624385,18614526
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/09/2024,2264590,61434713,1746940,47441807
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/09/2025,1105305,30947509,1103685,30905370
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/10/2019,1602720,36268468,1509600,34033588
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/10/2020,625640,17891953,517640,14670736
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/10/2021,2058795,56682700,983540,27743118
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/10/2022,2059200,77830877,2054400,77648477
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/10/2023,508730,15547023,508730,15547023
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/10/2024,2006510,54591406,1511820,41104483
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/11/2019,1103040,25537498,1068960,24651418
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/11/2020,909120,24284672,758400,19763072
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/11/2021,3194980,87541829,2249280,59011543
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/11/2022,952255,35673117,948255,35591997
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/11/2023,547560,16138800,547560,16138800
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/11/2024,1666610,45125884,1229190,33244313
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/12/2019,1105475,25844014,1095360,25581024
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/12/2020,959285,26505635,587765,16318795
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/12/2021,883565,24507752,517325,14277859
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/12/2022,1542240,58258435,1538880,58130755
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/12/2023,647325,18470520,635865,18106920
ANALGESICO + ANTIPERETICO TABLETAS 2,Total Descripción,01/12/2024,1373870,37913075,817105,22153460
ANTIACIDO SUSPENSION,Total Descripción,01/01/2019,774000,29846221,140625,5162790
ANTIACIDO SUSPENSION,Total Descripción,01/01/2020,482145,22827925,451845,21316675
ANTIACIDO SUSPENSION,Total Descripción,01/01/2021,677375,33759099,644625,32060199
ANTIACIDO SUSPENSION,Total Descripción,01/01/2022,652875,36184515,338000,18946045
ANTIACIDO SUSPENSION,Total Descripción,01/01/2023,1590125,91506940,299375,16736940
ANTIACIDO SUSPENSION,Total Descripción,01/01/2024,1056125,59102000,230125,12890500
ANTIACIDO SUSPENSION,Total Descripción,01/01/2025,390880,21773300,361375,20121030
ANTIACIDO SUSPENSION,Total Descripción,01/02/2019,583250,22242831,115625,4522990
ANTIACIDO SUSPENSION,Total Descripción,01/02/2020,295500,14024272,282750,13386772
ANTIACIDO SUSPENSION,Total Descripción,01/02/2021,609825,31286248,609210,31262140
ANTIACIDO SUSPENSION,Total Descripción,01/02/2022,448000,24880055,158000,8046590
ANTIACIDO SUSPENSION,Total Descripción,01/02/2023,1012500,60353000,216625,12997500
ANTIACIDO SUSPENSION,Total Descripción,01/02/2024,1288875,72319500,401375,22605000
ANTIACIDO SUSPENSION,Total Descripción,01/02/2025,509255,28550800,210,8732
ANTIACIDO SUSPENSION,Total Descripción,01/03/2019,632870,25490747,73125,3007563
ANTIACIDO SUSPENSION,Total Descripción,01/03/2020,1052875,54142222,585500,31579404
ANTIACIDO SUSPENSION,Total Descripción,01/03/2021,792250,36655970,786375,36366970
ANTIACIDO SUSPENSION,Total Descripción,01/03/2022,1159105,57167053,40335,2319615
ANTIACIDO SUSPENSION,Total Descripción,01/03/2023,1216500,68443250,304000,17098500
ANTIACIDO SUSPENSION,Total Descripción,01/03/2024,1208750,67752000,68000,3808000
ANTIACIDO SUSPENSION,Total Descripción,01/03/2025,805000,45178250,690250,38736250
ANTIACIDO SUSPENSION,Total Descripción,01/04/2019,1364055,59033738,1103730,47579438
ANTIACIDO SUSPENSION,Total Descripción,01/04/2020,530500,28536591,514000,27637403
ANTIACIDO SUSPENSION,Total Descripción,01/04/2021,1099300,45178020,1097135,45133753
ANTIACIDO SUSPENSION,Total Descripción,01/04/2022,1945000,109886135,695125,39253274
ANTIACIDO SUSPENSION,Total Descripción,01/04/2023,1200250,67230430,262625,14639930
ANTIACIDO SUSPENSION,Total Descripción,01/04/2024,1650500,98531500,772625,46214500
ANTIACIDO SUSPENSION,Total Descripción,01/04/2025,744065,41660751,742965,41602193
ANTIACIDO SUSPENSION,Total Descripción,01/05/2019,507750,22179380,383750,16723380
ANTIACIDO SUSPENSION,Total Descripción,01/05/2020,352125,18776279,298100,15832179
ANTIACIDO SUSPENSION,Total Descripción,01/05/2021,334825,17256816,331575,17074816
ANTIACIDO SUSPENSION,Total Descripción,01/05/2022,785980,46117236,204605,11882818
ANTIACIDO SUSPENSION,Total Descripción,01/05/2023,1650250,92615000,522500,29160000
ANTIACIDO SUSPENSION,Total Descripción,01/05/2024,1097835,65711730,1000210,59838230
ANTIACIDO SUSPENSION,Total Descripción,01/05/2025,438235,24524833,437505,24484812
ANTIACIDO SUSPENSION,Total Descripción,01/06/2019,488250,21244623,192375,8436348
ANTIACIDO SUSPENSION,Total Descripción,01/06/2020,448000,21885750,367875,18380050
ANTIACIDO SUSPENSION,Total Descripción,01/06/2021,481875,22529303,481875,22529303
ANTIACIDO SUSPENSION,Total Descripción,01/06/2022,726475,41959215,192850,11003416
ANTIACIDO SUSPENSION,Total Descripción,01/06/2023,1573210,91231190,1210,47190
ANTIACIDO SUSPENSION,Total Descripción,01/06/2024,1001620,56934285,1001415,56926179
ANTIACIDO SUSPENSION,Total Descripción,01/06/2025,418645,23436027,367515,20571997
ANTIACIDO SUSPENSION,Total Descripción,01/07/2019,723900,31136170,721900,31048170
ANTIACIDO SUSPENSION,Total Descripción,01/07/2020,1047250,51635909,963685,47199515
ANTIACIDO SUSPENSION,Total Descripción,01/07/2021,546250,24564100,546250,24564100
ANTIACIDO SUSPENSION,Total Descripción,01/07/2022,1276375,74911000,409375,24270500
ANTIACIDO SUSPENSION,Total Descripción,01/07/2023,1008000,60160000,37375,2242500
ANTIACIDO SUSPENSION,Total Descripción,01/07/2024,450535,26873410,450270,26857510
ANTIACIDO SUSPENSION,Total Descripción,01/07/2025,632825,35424357,631910,35382265
ANTIACIDO SUSPENSION,Total Descripción,01/08/2019,189875,8134300,189625,8122900
ANTIACIDO SUSPENSION,Total Descripción,01/08/2020,602000,32711653,583375,31732750
ANTIACIDO SUSPENSION,Total Descripción,01/08/2021,161125,8553100,155125,8217100
ANTIACIDO SUSPENSION,Total Descripción,01/08/2022,797125,46861250,166000,9671500
ANTIACIDO SUSPENSION,Total Descripción,01/08/2023,1469375,83788500,369250,21146500
ANTIACIDO SUSPENSION,Total Descripción,01/08/2024,367445,21978074,366865,21949215
ANTIACIDO SUSPENSION,Total Descripción,01/08/2025,819375,45887250,815750,45684250
ANTIACIDO SUSPENSION,Total Descripción,01/09/2019,369375,15598875,258375,11362500
ANTIACIDO SUSPENSION,Total Descripción,01/09/2020,358750,18909045,358000,18867045
ANTIACIDO SUSPENSION,Total Descripción,01/09/2021,1118510,51158996,1118510,51158996
ANTIACIDO SUSPENSION,Total Descripción,01/09/2022,850260,49928600,5500,330000
ANTIACIDO SUSPENSION,Total Descripción,01/09/2023,1097125,61486000,377000,21227500
ANTIACIDO SUSPENSION,Total Descripción,01/09/2024,331370,18446168,331370,18446168
ANTIACIDO SUSPENSION,Total Descripción,01/09/2025,205335,11491341,135270,7575691
ANTIACIDO SUSPENSION,Total Descripción,01/10/2019,794225,35272236,564955,25011774
ANTIACIDO SUSPENSION,Total Descripción,01/10/2020,847125,41225068,847125,41225068
ANTIACIDO SUSPENSION,Total Descripción,01/10/2021,803505,37882995,797725,37565436
ANTIACIDO SUSPENSION,Total Descripción,01/10/2022,591500,33614000,49000,2548000
ANTIACIDO SUSPENSION,Total Descripción,01/10/2023,998065,55698081,405,15900
ANTIACIDO SUSPENSION,Total Descripción,01/10/2024,250035,14014861,250035,14014861
ANTIACIDO SUSPENSION,Total Descripción,01/11/2019,284970,13675389,280125,13453219
ANTIACIDO SUSPENSION,Total Descripción,01/11/2020,774585,33847474,697960,30493824
ANTIACIDO SUSPENSION,Total Descripción,01/11/2021,748975,33635063,743600,33335313
ANTIACIDO SUSPENSION,Total Descripción,01/11/2022,550000,31765000,30000,1800000
ANTIACIDO SUSPENSION,Total Descripción,01/11/2023,895000,49970000,216000,12080500
ANTIACIDO SUSPENSION,Total Descripción,01/11/2024,491250,27053500,491125,27045500
ANTIACIDO SUSPENSION,Total Descripción,01/12/2019,524565,25387100,514875,24926800
ANTIACIDO SUSPENSION,Total Descripción,01/12/2020,786625,40583384,700000,36178285
ANTIACIDO SUSPENSION,Total Descripción,01/12/2021,412625,18343230,311500,13870798
ANTIACIDO SUSPENSION,Total Descripción,01/12/2022,606000,35337000,32750,1965000
ANTIACIDO SUSPENSION,Total Descripción,01/12/2023,541220,30411505,178280,10007368
ANTIACIDO SUSPENSION,Total Descripción,01/12/2024,320545,17484557,279145,15227181
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/01/2019,2040850,39366320,2040850,39366320
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/01/2020,887255,15448062,886900,15442364
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/01/2021,7227390,128803708,3566965,62261489
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/01/2022,14946070,319831422,3368680,72856574
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/01/2023,13692730,357392671,3818445,98985017
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/01/2024,2120680,55534700,2117850,55452600
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/01/2025,4738870,121823739,4736670,121774336
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/02/2019,3833200,72918452,3783150,71937472
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/02/2020,3177650,52962565,3177650,52962565
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/02/2021,6865495,139371420,2380435,48878095
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/02/2022,3299100,76332542,1308825,30632036
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/02/2023,6949850,180471439,3237295,83945253
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/02/2024,2102815,55108590,2101750,55079500
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/02/2025,3996660,98268931,3943800,96901700
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/03/2019,4982675,92075785,4857650,89625185
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/03/2020,2552200,59514595,1946700,43411795
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/03/2021,8307200,163445591,1691500,32922140
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/03/2022,10876050,256398902,923275,25711137
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/03/2023,14167595,377522699,4337830,115571809
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/03/2024,1912100,50901620,1893695,50423810
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/03/2025,3925360,96375103,3863980,94897269
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/04/2019,4669000,85598581,4480350,81996731
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/04/2020,557550,16497740,39200,788200
ANTIBIOTICO + ANTIFUNGICO CREMA,Total Descripción,01/04/2021,2248225,46753727,1825775,36347527
