Producto - Descripción,Cliente - Descripción,Fecha,Pedido_piezas,Pedido_MXN,Factura_piezas,Factura_MXN
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/12/2025,108347,3453051,76288,2488946
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/01/2026,122940,4149782,127147,4156356
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/02/2026,59038,2027872,65664,2107268
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/03/2026,84975,2894094,65451,2176112
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/04/2026,103467,3498031,107525,3523525
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/05/2026,85439,3047946,66666,2180802
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/06/2026,118076,4041517,120382,4004909
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/07/2026,89263,3042682,96588,3161613
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/08/2026,108856,3748220,116233,3872054
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/09/2026,70973,2395294,76898,2446861
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/10/2026,175403,5573327,181470,5620105
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/11/2026,94555,3306283,96388,3103696
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/12/2026,117812,3808736,88203,2815658
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/01/2027,132405,4505467,139063,4571026
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/02/2027,68504,2383557,77579,2493876
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/03/2027,94441,3249778,77367,2571673
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/04/2027,112933,3853715,119441,3916230
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/05/2027,94905,3403631,78582,2574418
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/06/2027,127542,4397202,132297,4398234
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/07/2027,98729,3398367,108504,3555030
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/08/2027,118321,4103905,128149,4265442
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/09/2027,80439,2750979,88814,2840258
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/10/2025,66736,2435738,65778,2405535
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/11/2025,39272,1346393,38647,1329004
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/12/2025,54006,1874059,52669,1828939
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/01/2026,84997,2857833,70332,2368649
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/02/2026,88022,3050248,76155,2679025
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/03/2026,73829,2512083,68999,2348625
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/04/2026,66881,2266181,65310,2214365
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/05/2026,103948,3381332,101448,3287635
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/06/2026,71870,2604225,67101,2426708
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/07/2026,71663,2390036,70082,2335311
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/08/2026,71109,2404211,69537,2349181
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/09/2026,66291,2223109,64874,2174572
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/10/2026,73811,2691801,72435,2647406
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/11/2026,46347,1602455,45304,1570876
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/12/2026,61081,2130122,59326,2070811
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/01/2027,92071,3113895,76989,2610520
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/02/2027,95097,3306311,82812,2920896
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/03/2027,80904,2768145,75656,2590496
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/04/2027,73956,2522243,71967,2456237
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/05/2027,111022,3637395,108105,3529506
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/06/2027,78945,2860288,73758,2668579
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/07/2027,78738,2646098,76739,2577183
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/08/2027,78184,2660274,76194,2591053
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/09/2027,73365,2479172,71532,2416443
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/10/2025,191489,4535407,124824,4162023
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/11/2025,23877,2125518,61162,2106217
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/12/2025,57615,2157167,60850,2058075
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/01/2026,126252,4388027,130421,4364160
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/02/2026,126150,4367933,133037,4346800
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/03/2026,50488,2121434,59609,2103890
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/04/2026,89576,3106753,91436,2980395
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/05/2026,92135,3207034,95626,3182680
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/06/2026,95559,3303508,98140,3270481
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/07/2026,116961,4273041,115438,3899990
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/08/2026,140581,4852280,113754,3821196
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/09/2026,165070,5373621,164880,5343957
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/10/2026,158671,4892565,134910,4512827
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/11/2026,54787,2482675,71248,2457022
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/12/2026,65921,2514325,70936,2408880
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/01/2027,134558,4745185,140507,4714965
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/02/2027,134456,4725091,143123,4697604
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/03/2027,58793,2478591,69695,2454695
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/04/2027,97882,3463911,101522,3331200
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/05/2027,100441,3564191,105713,3533485
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/06/2027,103865,3660666,108226,3621286
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/07/2027,125267,4630199,125524,4250794
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/08/2027,148887,5209437,123840,4172001
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/09/2027,173375,5730779,174966,5694762
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/10/2025,69849,2508489,138060,4385159
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/11/2025,126938,4554384,45385,1475744
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/12/2025,58563,2299687,15254,484521
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/01/2026,100864,3787234,57557,1775029
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/02/2026,126282,4542272,119430,3703447
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/03/2026,135232,4589838,169823,5388918
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/04/2026,96821,3304033,179486,5579948
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/05/2026,136852,4797763,104890,3456105
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/06/2026,203919,6886081,108514,3624754
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/07/2026,136332,5040713,60514,2090637
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/08/2026,99416,3509224,98615,3034373
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/09/2026,156783,5322497,108514,3624754
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/10/2026,77509,2844775,43513,1404377
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/11/2026,134597,4890670,112919,3604873
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/12/2026,66222,2635972,4808,155171
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/01/2027,108523,4123520,20442,646119
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/02/2027,133941,4878557,54077,1740725
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/03/2027,142892,4926123,147537,4898553
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/04/2027,104480,3640318,89441,2896358
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/05/2027,144511,5134048,164545,5544204
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/06/2027,211578,7222367,198559,6707556
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/07/2027,143991,5376999,150559,5106904
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/08/2027,107075,3845509,31081,971779
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/09/2027,164443,5658782,198559,6707556
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/10/2025,35372,1260691,43237,1488778
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/11/2025,17087,523733,42875,1338134
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/12/2025,41250,1476713,24488,889177
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/01/2026,122169,4116556,115231,3892091
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/02/2026,79362,2696108,78369,2642215
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/03/2026,181597,6515684,88254,3296246
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/04/2026,58910,1934912,55172,1839745
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/05/2026,53050,1658439,38476,1226580
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/06/2026,43979,1413454,19743,670557
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/07/2026,72293,2425900,45161,1572311
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/08/2026,57966,1876027,38723,1244782
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/09/2026,49617,1505439,43849,1351296
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/10/2026,64055,2098098,36914,1243136
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/11/2026,53464,1729057,46251,1467697
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/12/2026,30152,1066838,22686,820839
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/01/2027,128503,4405084,116194,3928136
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/02/2027,85197,2901095,77855,2623203
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/03/2027,139219,4935885,88528,3306273
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/04/2027,53849,1776766,55025,1834456
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/05/2027,52329,1673905,38554,1229369
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/06/2027,39586,1282544,19701,669086
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/07/2027,66333,2226182,45183,1573087
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/08/2027,42187,1350018,38711,1244372
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/09/2027,47086,1467711,43855,1351512
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/10/2025,210947,7271911,187650,6449950
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/11/2025,142689,5073027,115961,4119753
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/12/2025,127278,4604580,98183,3562410
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/01/2026,215231,7509960,180242,6255364
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/02/2026,194968,6917131,156618,5606922
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/03/2026,172563,6162696,105514,3854304
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/04/2026,143461,5137835,119362,4253546
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/05/2026,149626,5276182,130165,4552467
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/06/2026,195124,7024147,167050,5941147
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/07/2026,128547,4707123,113518,4129848
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/08/2026,191745,6783194,154765,5480850
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/09/2026,192142,6796437,167694,5891980
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/10/2026,206629,7308265,179572,6308770
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/11/2026,147306,5367815,118212,4299648
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/12/2026,134762,4976069,103290,3826896
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/01/2027,223636,7904212,186139,6542137
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/02/2027,203668,7318140,162734,5899567
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/03/2027,181357,6565710,111690,4148496
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/04/2027,152286,5541444,125555,4548146
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/05/2027,158461,5679967,136362,4847174
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/06/2027,203962,7427985,173248,6235882
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/07/2027,137386,5110977,119717,4424591
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/08/2027,200585,7187053,160964,5775594
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/09/2027,200982,7200297,173893,6186725
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/10/2025,302638,7168405,305223,8815229
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/11/2025,296035,8844556,303646,8478357
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/12/2025,197660,4765175,235199,6432749
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/01/2026,272648,6805647,267454,7184043
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/02/2026,501959,14567644,293723,8356993
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/03/2026,269808,7833721,232870,6876361
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/04/2026,292340,8386991,320463,9132097
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/05/2026,241607,6208564,229736,6622313
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/06/2026,148583,3703542,135043,3755752
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/07/2026,211221,5482975,174010,4783691
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/08/2026,283156,8039112,299360,8544364
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/09/2026,266356,7175200,244072,7006704
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/10/2026,281525,7063438,271002,7782847
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/11/2026,290791,7804571,272540,7553294
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/12/2026,196357,4765175,206924,5603849
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/01/2027,272324,6805647,241753,6441309
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/02/2027,501879,14567644,270361,7691467
