Producto - Descripción,Cliente - Descripción,Fecha,Pedido_piezas,Pedido_MXN,Factura_piezas,Factura_MXN
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/07/2026,136755,4847794,101679,3620355
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/08/2026,137120,4674425,100594,3627203
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/09/2026,133922,4634954,101033,3563946
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/10/2026,133005,4554466,101402,3534083
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/11/2026,132883,4462274,101695,3517844
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/12/2026,133045,4361300,101913,3512566
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/01/2027,133330,4266680,102044,3514359
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/02/2027,133634,4188758,102089,3519627
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/03/2027,133897,4130119,102079,3525807
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/04/2027,134090,4088981,102034,3531209
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/05/2027,134215,4067656,101985,3535289
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/06/2027,134270,4064562,101939,3537690
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/07/2027,134279,4085351,101910,3538927
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/08/2027,134264,4122204,101901,3539469
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/09/2027,134243,4163375,101910,3539590
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/10/2025,238614,8519181,201358,6569709
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/11/2025,264185,9154375,201074,6505037
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/12/2025,305583,9891836,201919,6548967
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/01/2026,292073,9521212,201003,6462703
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/02/2026,273473,9090211,200468,6402686
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/03/2026,274983,9090821,201404,6444379
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/04/2026,261932,8804601,201135,6417103
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/05/2026,257711,8713800,201519,6437945
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/06/2026,253067,8619025,201664,6447747
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/07/2026,252118,8605094,202065,6476703
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/08/2026,252397,8615994,202364,6501118
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/09/2026,257360,8722158,203048,6552633
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/10/2026,247165,8506459,201980,6486843
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/11/2026,246077,8500358,201987,6490323
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/12/2026,246325,8517386,201979,6491565
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/01/2027,248183,8552207,201966,6492080
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/02/2027,249863,8579368,201947,6491208
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/03/2027,250931,8594996,201928,6489656
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/04/2027,252023,8608928,201917,6488566
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/05/2027,252584,8614765,201908,6487367
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/06/2027,252908,8617328,201903,6486554
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/07/2027,252994,8617024,201902,6486001
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/08/2027,253000,8616132,201903,6485843
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/09/2027,252996,8615508,201906,6485974
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/10/2025,82921,1945383,194925,4576672
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/11/2025,115618,3134001,166694,4031053
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/12/2025,138765,3977035,144430,3738618
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/01/2026,141465,4155164,140613,3635604
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/02/2026,138775,4100320,139192,3580236
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/03/2026,134520,3981188,139528,3555183
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/04/2026,137878,3991093,109625,3323308
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/05/2026,133404,3886113,124008,3428729
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/06/2026,129459,3811501,130726,3473916
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/07/2026,131362,3868748,120873,3369529
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/08/2026,128500,3815442,127798,3443499
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/09/2026,126495,3784670,130744,3471609
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/10/2026,129592,3853887,132179,3483294
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/11/2026,128582,3826849,127914,3458212
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/12/2026,127849,3810941,126637,3451096
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/01/2027,127509,3806628,126658,3450089
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/02/2027,127350,3806853,126774,3450450
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/03/2027,127263,3807772,126833,3450997
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/04/2027,127191,3807937,126801,3451357
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/05/2027,127191,3808149,127485,3453014
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/06/2027,127156,3807562,127406,3452965
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/07/2027,127093,3806661,127173,3452608
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/08/2027,127070,3806558,127303,3453144
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/09/2027,127031,3806266,127188,3452876
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/10/2025,97391,3188841,109120,3725284
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/11/2025,73693,2641204,58567,1701119
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/12/2025,68061,2274670,78745,2517327
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/01/2026,67182,2162847,79381,2927815
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/02/2026,62544,2005961,65303,1910490
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/03/2026,66385,2269874,85563,3658942
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/04/2026,64944,2265072,77606,3207983
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/05/2026,62903,2160511,71896,2767127
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/06/2026,63805,2203623,78798,3343654
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/07/2026,63155,2175456,74570,2964995
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/08/2026,60733,2067409,64321,2235378
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/09/2026,60377,2077516,67196,2391173
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/10/2026,62084,2208129,76033,2857238
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/11/2026,60633,2104502,65783,2176651
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/12/2026,60305,2069930,71978,2883798
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/01/2027,60174,2077754,69803,2948479
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/02/2027,60051,2089574,69804,3155103
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/03/2027,60014,2096876,71067,3662048
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/04/2027,59862,2082416,67936,3192357
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/05/2027,59759,2072484,67688,3196468
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/06/2027,59703,2072554,67252,3091474
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/07/2027,59621,2071363,65551,2740399
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/08/2027,59561,2070783,65224,2675446
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/09/2027,59550,2072378,66007,2736651
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/10/2025,59960,2903372,58711,2144778
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/11/2025,70456,3002460,62684,2268193
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/12/2025,53098,1404310,52613,1688832
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/01/2026,40657,1612674,45772,1452362
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/02/2026,50827,2731440,51422,1898749
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/03/2026,50443,1780270,50535,1819456
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/04/2026,42562,1185767,46765,1521341
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/05/2026,33623,1283982,42113,1349849
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/06/2026,46975,2808615,50517,1854164
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/07/2026,46844,2342597,49498,1802954
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/08/2026,41530,1513038,46152,1562947
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/09/2026,43746,1890405,48016,1632768
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/10/2026,42731,2153971,47429,1626435
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/11/2026,42666,2350318,47190,1668951
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/12/2026,44032,1746539,47515,1690073
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/01/2027,42413,1343156,46859,1593136
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/02/2027,40049,1811559,46043,1539022
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/03/2027,40988,2705767,46564,1640076
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/04/2027,42570,2102869,47134,1698435
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/05/2027,42217,1531898,46955,1633242
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/06/2027,40402,1844133,46281,1561771
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/07/2027,41096,2767363,46710,1627855
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/08/2027,42072,2211171,47012,1675072
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/09/2027,41782,1427585,46766,1637651
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/10/2025,145078,4326765,119326,3540989
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/11/2025,12651,678433,17802,449970
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/12/2025,83879,3462206,120206,3354422
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/01/2026,110211,3815129,161121,4320573
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/02/2026,88994,2976600,94001,3304975
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/03/2026,80837,3032350,101834,3062339
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/04/2026,90645,3343845,113955,3253971
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/05/2026,93736,3327337,101532,3256601
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/06/2026,89917,3250031,98832,3217736
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/07/2026,86828,3206302,105596,3291533
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/08/2026,89122,3289332,98332,3214452
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/09/2026,90402,3332955,90219,3140647
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/10/2026,85965,3211438,100999,3257146
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/11/2026,83121,3178846,103793,3280772
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/12/2026,86883,3287662,90722,3155791
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/01/2027,88176,3289979,90532,3147780
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/02/2027,85953,3238935,99252,3216562
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/03/2027,85240,3253486,97703,3211817
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/04/2027,85939,3272419,93685,3177318
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/05/2027,85885,3263528,95309,3174041
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/06/2027,85285,3258718,96808,3181511
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/07/2027,85046,3263132,96416,3180006
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/08/2027,85079,3265392,96755,3176860
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/09/2027,84948,3263999,97174,3174720
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/10/2025,144387,5095903,184225,6965655
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/11/2025,98753,3672976,126194,4569188
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/12/2025,65872,2078935,72355,1634228
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/01/2026,82135,2396775,80675,2390601
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/02/2026,108778,3650248,113930,4265143
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/03/2026,117169,4378923,131048,5420219
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/04/2026,101619,3847669,112022,4418806
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/05/2026,83203,2665496,80747,2261084
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/06/2026,85864,2596526,74717,1953628
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/07/2026,100153,3433617,92845,3248898
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/08/2026,105899,3943329,109751,4466970
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/09/2026,98547,3595375,107718,4439850
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/10/2026,88225,2889912,91143,2978693
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/11/2026,87835,2730142,82211,2199135
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/12/2026,94066,3098238,87943,2778399
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/01/2027,98092,3470733,98606,3784456
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/02/2027,95896,3418491,101933,4161940
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/03/2027,91366,3060333,95497,3456743
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/04/2027,90194,2875283,88271,2600414
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/05/2027,92731,3028589,88235,2649732
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/06/2027,95132,3274613,93635,3326644
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/07/2027,94729,3317428,97558,3844485
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/08/2027,92639,3140596,96060,3636991
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/09/2027,91625,2991033,91846,2984302
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/10/2025,112202,2729980,57135,2699864
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/11/2025,140228,3301014,90389,3378068
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/12/2025,131881,3515363,81593,3590732
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/01/2026,201527,4768560,126458,4175209
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/02/2026,109283,3709429,70191,2795309
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/03/2026,60922,2758055,52392,1849989
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/04/2026,44044,2387143,51265,1739128
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/05/2026,33620,2051706,47080,1647946
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/06/2026,29362,1830116,43735,1580652
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/07/2026,29159,1803926,44919,1732356
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/08/2026,27603,1781777,44878,1825099
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/09/2026,25359,1967756,46628,2186747
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/10/2026,35341,2145813,51337,2491859
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/11/2026,66090,2369741,66779,2807002
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/12/2026,148860,2749431,83011,3129828
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/01/2027,273319,3277179,93880,3243793
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/02/2027,186283,3358886,68394,2789043
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/03/2027,96894,3126127,60821,2381684
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/04/2027,52945,2849023,56777,2191238
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/05/2027,34233,2577402,53039,2091383
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/06/2027,25615,2380506,50627,2072640
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/07/2027,23341,2262348,49531,2122991
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/08/2027,25627,2200001,49144,2208103
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/09/2027,28044,2196430,49754,2336585
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/10/2025,172722,5941477,165358,4602631
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/11/2025,155014,5400961,121461,4246615
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/12/2025,153949,5251092,112307,4214419
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/01/2026,157633,5325281,145204,4238651
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/02/2026,160223,5484785,155614,4246991
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/03/2026,158984,5512184,129118,4212416
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/04/2026,156365,5465404,113575,4167715
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/05/2026,154212,5382589,129889,4130832
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/06/2026,152995,5296177,145997,4110210
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/07/2026,152977,5269815,134842,4096659
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/08/2026,152982,5263353,120024,4096861
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/09/2026,153662,5343697,125323,4118862
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/10/2026,154220,5419833,136559,4131961
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/11/2026,153869,5400888,135181,4129949
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/12/2026,153569,5366832,125965,4129525
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/01/2027,153720,5361347,124895,4133013
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/02/2027,154120,5385386,131726,4138162
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/03/2027,154461,5417982,133967,4142560
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/04/2027,154616,5438502,129161,4145208
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/05/2027,154649,5442385,126351,4146384
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/06/2027,154669,5436782,129415,4146802
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/07/2027,154724,5431208,132191,4147006
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/08/2027,154801,5430981,130438,4147228
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/09/2027,154864,5434968,127929,4147477
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/10/2025,266249,9207937,242583,7237591
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/11/2025,269229,9425285,206243,6308281
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/12/2025,273218,9600373,199831,6019046
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/01/2026,280660,9680178,202412,6006161
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/02/2026,284354,9794524,205434,6071902
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/03/2026,284815,9891379,205195,6087680
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/04/2026,283926,9932835,202966,6059113
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/05/2026,282034,9932583,200632,6011414
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/06/2026,279209,9910694,198914,5950521
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/07/2026,280428,9797423,195151,5817664
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/08/2026,281054,9715825,196748,5847720
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/09/2026,281706,9644669,200709,5961977
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/10/2026,280284,9616917,205962,6128008
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/11/2026,280170,9590079,207880,6201842
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/12/2026,280280,9573603,207985,6218423
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/01/2027,280525,9565938,207937,6222834
