Producto - Descripción,Cliente - Descripción,Fecha,Pedido_piezas,Pedido_MXN,Factura_piezas,Factura_MXN
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/11/2026,323420,11081551,190308,6661078
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/12/2026,156965,5448387,129617,4462430
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/01/2027,361063,11709390,325374,10747621
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/02/2027,286322,9390604,185677,6214225
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/03/2027,291257,9496853,55761,2733271
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/04/2027,173481,6436276,142422,5434649
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/05/2027,154330,4287313,124308,3268050
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/06/2027,390623,13963010,297007,10660180
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/07/2027,533532,19306891,455859,16547073
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/08/2027,288112,10388334,258434,9502043
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/09/2027,121886,4077099,51856,1964312
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/10/2025,318841,9462538,302986,8935817
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/11/2025,166463,4888908,150060,4346818
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/12/2025,148573,5901909,131216,5428225
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/01/2026,27117,1321362,10153,763350
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/02/2026,278953,7896011,261620,7374492
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/03/2026,74626,2919832,56858,2390529
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/04/2026,335483,10351378,317496,9810399
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/05/2026,46402,1812885,28060,1310392
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/06/2026,69995,2729265,51306,2169697
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/07/2026,83802,3599730,64664,2979852
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/08/2026,270653,7683364,108251,3371944
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/09/2026,22374,1291970,2149,609893
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/10/2026,324885,9751052,304958,9107570
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/11/2026,172506,5177423,152032,4518571
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/12/2026,154616,6190424,133187,5599978
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/01/2027,33160,1609877,12124,935103
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/02/2027,284996,8184525,263592,7546245
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/03/2027,80669,3208346,58829,2562282
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/04/2027,341526,10639892,319468,9982152
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/05/2027,52445,2101400,30032,1482145
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/06/2027,76039,3017780,53277,2341450
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/07/2027,89845,3888244,66635,3151605
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/08/2027,276697,7971878,110222,3543697
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/09/2027,28417,1580485,4121,781646
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/10/2025,106797,3696956,107082,3662976
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/11/2025,129800,4328303,130136,4292668
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/12/2025,137308,4186171,115889,3609061
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/01/2026,104367,3367660,93052,2960090
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/02/2026,100846,3264201,101564,3239552
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/03/2026,60016,2019237,60389,1983718
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/04/2026,57444,1952412,58279,1929956
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/05/2026,166034,5761350,118508,3848376
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/06/2026,109395,3870617,111038,3872380
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/07/2026,101435,3227303,104280,3252285
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/08/2026,90773,3227430,93553,3249568
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/09/2026,116380,3707822,108912,3444864
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/10/2026,118412,4112019,120144,4101298
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/11/2026,141415,4743365,143197,4730990
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/12/2026,148923,4601234,128951,4047382
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/01/2027,115982,3782722,106114,3398411
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/02/2027,112461,3679263,114625,3677873
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/03/2027,71631,2434299,73451,2422039
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/04/2027,69059,2367475,71341,2368278
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/05/2027,177649,6176412,131569,4286697
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/06/2027,121010,4285680,124099,4310701
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/07/2027,113050,3642365,117342,3690607
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/08/2027,102388,3642492,106615,3687890
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/09/2027,127995,4122885,121974,3883185
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/10/2025,97914,3555706,98136,3581337
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/11/2025,71059,2298838,70963,2285166
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/12/2025,60719,2115553,57827,2021284
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/01/2026,60832,1969886,51805,1669118
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/02/2026,102396,3573725,98539,3474096
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/03/2026,61023,2105331,55000,1906491
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/04/2026,62957,2180789,57198,1989488
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/05/2026,61881,1991716,51556,1633845
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/06/2026,120291,4350162,111509,4016304
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/07/2026,61694,2099028,55387,1888043
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/08/2026,69528,2361797,64782,2199359
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/09/2026,73971,2463619,70183,2335231
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/10/2026,105838,3845355,105159,3840068
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/11/2026,78983,2588486,77986,2543897
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/12/2026,68644,2405202,64850,2280015
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/01/2027,68757,2259535,58828,1927849
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/02/2027,110320,3863374,105562,3732827
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/03/2027,68947,2394979,62023,2165222
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/04/2027,70882,2470437,64221,2248219
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/05/2027,69805,2281365,58579,1892576
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/06/2027,128215,4639811,118532,4275036
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/07/2027,69618,2388677,62411,2146774
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/08/2027,77452,2651445,71806,2458090
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/09/2027,81895,2753267,77206,2593963
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/10/2025,122284,4191640,111160,3818330
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/11/2025,94383,3240663,83172,2862533
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/12/2025,89663,3023450,78333,2641626
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/01/2026,141202,4739413,130365,4376572
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/02/2026,168007,5331744,159225,5041963
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/03/2026,116733,4076763,109409,3833731
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/04/2026,63301,2120207,56437,1891827
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/05/2026,74322,2536005,67935,2322591
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/06/2026,83566,2820793,77206,2607949
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/07/2026,125076,4440302,112957,4031435
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/08/2026,141601,4909372,129311,4495685
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/09/2026,146055,4787792,133548,4368045
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/10/2026,132723,4575125,120272,4157491
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/11/2026,104823,3624148,92284,3201694
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/12/2026,100102,3406935,87445,2980787
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/01/2027,151642,5122899,139477,4715733
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/02/2027,178446,5715230,168337,5381124
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/03/2027,127173,4460249,118522,4172892
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/04/2027,73741,2503692,65550,2230989
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/05/2027,84762,2919490,77048,2661753
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/06/2027,94006,3204278,86318,2947110
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/07/2027,135516,4823787,122069,4370597
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/08/2027,152041,5292857,138424,4834846
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/09/2027,156494,5171278,142660,4707207
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/10/2025,66393,2413876,62704,2306121
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/11/2025,166354,6064221,149134,5339709
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/12/2025,113183,4071786,120161,4158894
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/01/2026,170850,6179107,180771,6354003
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/02/2026,209845,7277908,176869,6215558
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/03/2026,81885,2907305,67131,2582559
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/04/2026,59913,2111830,46041,1802189
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/05/2026,116845,4326690,113875,4239493
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/06/2026,177334,6321450,174383,6241410
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/07/2026,214606,8073536,197420,7013132
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/08/2026,108703,4068334,107952,4053264
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/09/2026,114338,4080056,110839,3976171
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/10/2026,77174,2892827,73627,2776813
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/11/2026,177134,6543172,160057,5810401
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/12/2026,123964,4550738,131084,4629586
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/01/2027,181631,6658058,191694,6824695
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/02/2027,220626,7756859,187792,6686250
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/03/2027,92666,3386256,78054,3053251
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/04/2027,70694,2590781,56964,2272881
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/05/2027,127626,4805641,124798,4710184
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/06/2027,188115,6800401,185306,6712102
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/07/2027,225387,8552487,208343,7483824
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/08/2027,119483,4547285,118875,4523956
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/09/2027,125119,4559007,121762,4446863
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/10/2025,64233,2229730,50895,1875312
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/11/2025,41717,1406927,34992,1628414
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/12/2025,68632,2344305,61971,1864043
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/01/2026,151484,5215255,128768,4576094
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/02/2026,88818,3145820,81866,3361404
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/03/2026,299353,10797203,204041,5622919
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/04/2026,77007,2696256,69664,3242076
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/05/2026,39378,1342574,31931,1878191
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/06/2026,48626,1655621,41457,1500009
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/07/2026,71260,2700564,62185,2469278
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/08/2026,55459,1974693,46584,2108394
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/09/2026,38715,1335887,30256,1807208
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/10/2026,70238,2472822,55374,2044551
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/11/2026,47722,1650020,39472,1797652
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/12/2026,74637,2587398,66451,2033281
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/01/2027,157489,5458348,133247,4745332
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/02/2027,94823,3388913,86346,3530643
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/03/2027,305357,11040296,208521,5792157
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/04/2027,83012,2939349,74144,3411315
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/05/2027,45382,1585667,36411,2047429
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/06/2027,54631,1898714,45937,1669248
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/07/2027,77264,2943657,66665,2638517
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/08/2027,61463,2217786,51064,2277632
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/09/2027,44720,1578980,34736,1976446
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/10/2025,201848,7137711,163668,5814615
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/11/2025,152910,5427768,123759,4398136
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/12/2025,163871,5652966,148458,5105615
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/01/2026,197227,6929405,146669,5150744
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/02/2026,232172,8190237,192438,6852392
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/03/2026,147478,5352860,84069,3236403
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/04/2026,90327,3474632,72440,2799886
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/05/2026,122130,4417446,108017,3854972
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/06/2026,217225,8039554,177620,6515650
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/07/2026,130675,4969972,121005,4568510
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/08/2026,188489,6896050,176339,6395944
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/09/2026,184010,6627324,144365,5208230
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/10/2026,208579,7503022,168086,6080529
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/11/2026,159641,5793079,128177,4664049
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/12/2026,170601,6018277,152875,5371528
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/01/2027,203958,7294716,151087,5416657
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/02/2027,238903,8555548,196856,7118305
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/03/2027,154208,5718171,88487,3502316
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/04/2027,97058,3839943,76857,3065799
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/05/2027,128860,4782757,112434,4120885
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/06/2027,223956,8404865,182037,6781564
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/07/2027,137406,5335283,125423,4834424
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/08/2027,195219,7261361,180757,6661857
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/09/2027,190740,6992635,148782,5474144
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/10/2025,248849,7917444,245354,7512587
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/11/2025,341962,10155027,295193,8384286
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/12/2025,253430,8012413,214660,6382228
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/01/2026,265827,8155995,244928,7033961
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/02/2026,903541,24177313,371403,10972877
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/03/2026,347166,12000878,322131,10266868
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/04/2026,297299,10565035,267550,8861803
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/05/2026,222562,7953881,239490,7600620
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/06/2026,153561,5554402,170980,5082426
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/07/2026,199287,7514225,176032,5363691
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/08/2026,337111,11589111,347078,10574862
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/09/2026,318518,11178965,308216,9509583
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/10/2026,261285,9391173,262463,8023381
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/11/2026,354398,11628756,312301,8895080
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/12/2026,265866,9486142,231769,6893022
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/01/2027,278263,9629724,262037,7544755
